Barcode NO.,Isc(A),Voc(V),Imp(A),Vmp(V),Pmax(W),Carton NO.,Pallet NO.,Cable Length,Connector,Country of Origin,Current Sorting
11702050481952,9.24,45.28,8.79,36.18,317.90,170520204031,14,1160mm,PV2b,CN,I3
11702050480282,9.28,45.46,8.78,36.10,316.80,170520204031,14,1160mm,PV2b,CN,I3
11702050443056,9.28,45.24,8.82,36.11,318.40,170520204031,14,1160mm,PV2b,CN,I3
11702050442993,9.30,45.24,8.83,36.16,319.40,170520204031,14,1160mm,PV2b,CN,I3
11702050481306,9.28,45.44,8.80,36.28,319.20,170520204031,14,1160mm,PV2b,CN,I3
11702050481926,9.32,45.38,8.83,36.11,318.90,170520204031,14,1160mm,PV2b,CN,I3
11702050510147,9.32,45.39,8.85,36.09,319.40,170520204031,14,1160mm,PV2b,CN,I3
11702050510469,9.28,45.43,8.85,36.12,319.60,170520204031,14,1160mm,PV2b,CN,I3
11702050510066,9.30,45.47,8.86,36.05,319.30,170520204031,14,1160mm,PV2b,CN,I3
11702050550164,9.28,45.54,8.87,36.02,319.70,170520204031,14,1160mm,PV2b,CN,I3
11702050550328,9.28,45.40,8.80,36.32,319.70,170520204031,14,1160mm,PV2b,CN,I3
11702050550362,9.25,45.46,8.86,35.91,318.30,170520204031,14,1160mm,PV2b,CN,I3
11702050550233,9.28,45.50,8.85,36.03,319.00,170520204031,14,1160mm,PV2b,CN,I3
11702050401568,9.18,45.42,8.78,36.38,319.40,170520204031,14,1160mm,PV2b,CN,I3
11702050401323,9.22,45.38,8.76,36.26,317.60,170520204031,14,1160mm,PV2b,CN,I3
11702050401594,9.16,45.26,8.80,35.93,316.20,170520204031,14,1160mm,PV2b,CN,I3
11702050401545,9.21,45.25,8.84,35.92,317.40,170520204031,14,1160mm,PV2b,CN,I3
11702050210431,9.25,45.56,8.77,36.41,319.40,170520204031,14,1160mm,PV2b,CN,I3
11702050190921,9.21,45.55,8.80,36.26,319.10,170520204031,14,1160mm,PV2b,CN,I3
11702050481934,9.16,45.27,8.75,36.19,316.70,170520204285,15,1160mm,PV2b,CN,I3
11702050531849,9.22,45.23,8.81,36.13,318.30,170520204285,15,1160mm,PV2b,CN,I3
11702050531848,9.27,45.26,8.81,36.13,318.30,170520204285,15,1160mm,PV2b,CN,I3
11702050580399,9.24,45.15,8.75,36.29,317.50,170520204285,15,1160mm,PV2b,CN,I3
11702050580461,9.27,45.28,8.77,36.40,319.40,170520204285,15,1160mm,PV2b,CN,I3
11702050580500,9.25,45.31,8.82,36.16,319.00,170520204285,15,1160mm,PV2b,CN,I3
11702050580505,9.24,45.30,8.83,36.10,318.60,170520204285,15,1160mm,PV2b,CN,I3
11702050580404,9.21,45.29,8.73,36.28,316.90,170520204285,15,1160mm,PV2b,CN,I3
11702050580455,9.22,45.27,8.77,36.40,319.40,170520204285,15,1160mm,PV2b,CN,I3
11702050580565,9.15,45.19,8.76,36.12,316.60,170520204285,15,1160mm,PV2b,CN,I3
11702050580398,9.16,45.23,8.78,36.15,317.40,170520204285,15,1160mm,PV2b,CN,I3
11702050580524,9.27,45.31,8.72,36.34,316.90,170520204285,15,1160mm,PV2b,CN,I3
11702050580451,9.20,45.27,8.79,36.14,317.70,170520204285,15,1160mm,PV2b,CN,I3
11702050580501,9.23,45.36,8.81,36.13,318.30,170520204285,15,1160mm,PV2b,CN,I3
11702050580458,9.27,45.26,8.80,36.25,319.20,170520204285,15,1160mm,PV2b,CN,I3
11702050580560,9.24,45.33,8.81,36.29,319.70,170520204285,15,1160mm,PV2b,CN,I3
11702050580456,9.21,45.29,8.80,36.25,319.20,170520204285,15,1160mm,PV2b,CN,I3
11702050580503,9.21,45.34,8.81,36.14,318.30,170520204285,15,1160mm,PV2b,CN,I3
11702050580502,9.31,45.30,8.81,36.30,319.70,170520204285,15,1160mm,PV2b,CN,I3
11702050580466,9.25,45.20,8.75,36.38,318.10,170520204285,15,1160mm,PV2b,CN,I3
11702050580407,9.26,45.28,8.82,36.16,319.10,170520204285,15,1160mm,PV2b,CN,I3
11702050580392,9.29,45.27,8.81,36.14,318.30,170520204285,15,1160mm,PV2b,CN,I3
11702050580519,9.25,45.27,8.78,36.35,319.00,170520204285,15,1160mm,PV2b,CN,I3
11702050580457,9.23,45.19,8.78,36.23,317.90,170520204285,15,1160mm,PV2b,CN,I3
11702050580453,9.33,45.25,8.81,36.13,318.30,170520204285,15,1160mm,PV2b,CN,I3
11702050580418,9.22,45.25,8.79,36.23,318.50,170520204285,15,1160mm,PV2b,CN,I3
11702050580552,9.19,45.24,8.76,36.27,317.90,170520204296,16,1160mm,PV2b,CN,I3
11702050580510,9.22,45.38,8.77,36.36,318.80,170520204296,16,1160mm,PV2b,CN,I3
11702050580063,9.28,45.55,8.78,36.28,318.50,170520204296,16,1160mm,PV2b,CN,I3
11702050580539,9.23,45.26,8.76,36.27,317.90,170520204296,16,1160mm,PV2b,CN,I3
11702050580518,9.25,45.22,8.79,36.13,317.70,170520204296,16,1160mm,PV2b,CN,I3
11702050580556,9.29,45.36,8.87,36.06,319.90,170520204296,16,1160mm,PV2b,CN,I3
11702050580553,9.22,45.24,8.73,36.30,317.00,170520204296,16,1160mm,PV2b,CN,I3
11702050580515,9.23,45.32,8.80,36.19,318.40,170520204296,16,1160mm,PV2b,CN,I3
11702050580391,9.19,45.27,8.80,36.24,318.80,170520204296,16,1160mm,PV2b,CN,I3
11702050580472,9.22,45.27,8.79,36.26,318.90,170520204296,16,1160mm,PV2b,CN,I3
11702050580513,9.23,45.36,8.82,36.26,320.00,170520204296,16,1160mm,PV2b,CN,I3
11702050580570,9.27,45.26,8.81,36.13,318.30,170520204296,16,1160mm,PV2b,CN,I3
11702050580554,9.28,45.17,8.73,36.28,316.90,170520204296,16,1160mm,PV2b,CN,I3
11702050580568,9.22,45.25,8.82,36.12,318.80,170520204296,16,1160mm,PV2b,CN,I3
11702050580445,9.35,45.37,8.86,36.06,319.40,170520204296,16,1160mm,PV2b,CN,I3
11702050580538,9.24,45.33,8.81,36.11,318.20,170520204296,16,1160mm,PV2b,CN,I3
11702050580569,9.20,45.22,8.79,36.11,317.60,170520204296,16,1160mm,PV2b,CN,I3
11702050580543,9.25,45.31,8.80,36.15,318.10,170520204296,16,1160mm,PV2b,CN,I3
11702050580551,9.21,45.28,8.83,36.05,318.20,170520204296,16,1160mm,PV2b,CN,I3
11702050580542,9.31,45.26,8.80,36.15,318.00,170520204296,16,1160mm,PV2b,CN,I3
11702050580508,9.18,45.25,8.73,36.28,316.90,170520204296,16,1160mm,PV2b,CN,I3
11702050530628,9.23,45.23,8.73,36.34,317.30,170520204296,16,1160mm,PV2b,CN,I3
11702050580541,9.21,45.38,8.78,36.20,317.90,170520204296,16,1160mm,PV2b,CN,I3
